"FECHA_HORA",FECHA,HORA,AIRQ_CO,AIRQ_NO2,DATASET
2012-01-08:14:00,08/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-08:15:00,08/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-08:16:00,08/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-08:17:00,08/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-08:18:00,08/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-08:19:00,08/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-08:20:00,08/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-08:21:00,08/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-08:22:00,08/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-08:23:00,08/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-09:0:00,09/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-09:1:00,09/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-09:2:00,09/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-09:3:00,09/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-09:4:00,09/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-09:5:00,09/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-09:6:00,09/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-09:7:00,09/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-09:8:00,09/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-09:9:00,09/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-09:10:00,09/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-09:11:00,09/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-09:12:00,09/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-09:13:00,09/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-09:14:00,09/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-09:15:00,09/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-09:16:00,09/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-09:17:00,09/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-09:18:00,09/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-09:19:00,09/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-09:20:00,09/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-09:21:00,09/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-09:22:00,09/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-09:23:00,09/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-10:0:00,10/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-10:1:00,10/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-10:2:00,10/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-10:3:00,10/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-10:4:00,10/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-10:5:00,10/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-10:6:00,10/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-10:7:00,10/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-10:8:00,10/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-10:9:00,10/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-10:10:00,10/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-10:11:00,10/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-10:12:00,10/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-10:13:00,10/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-10:14:00,10/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-10:15:00,10/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-10:16:00,10/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-10:17:00,10/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-10:18:00,10/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-10:19:00,10/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-10:20:00,10/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-10:21:00,10/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-10:22:00,10/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-10:23:00,10/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-11:0:00,11/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-11:1:00,11/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-11:2:00,11/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-11:3:00,11/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-11:4:00,11/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-11:5:00,11/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-11:6:00,11/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-11:7:00,11/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-11:8:00,11/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-11:9:00,11/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-11:10:00,11/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-11:11:00,11/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-11:12:00,11/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-11:13:00,11/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-11:14:00,11/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-11:15:00,11/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-11:16:00,11/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-11:17:00,11/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-11:18:00,11/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-11:19:00,11/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-11:20:00,11/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-11:21:00,11/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-11:22:00,11/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-11:23:00,11/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-12:0:00,12/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-12:1:00,12/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-12:2:00,12/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-12:3:00,12/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-12:4:00,12/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-12:5:00,12/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-12:6:00,12/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-12:7:00,12/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-12:8:00,12/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-12:9:00,12/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-12:10:00,12/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-12:11:00,12/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-12:12:00,12/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-12:13:00,12/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-12:14:00,12/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-12:15:00,12/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-12:16:00,12/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-12:17:00,12/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-12:18:00,12/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-12:19:00,12/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-12:20:00,12/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-12:21:00,12/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-12:22:00,12/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-12:23:00,12/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-13:0:00,13/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-13:1:00,13/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-13:2:00,13/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-13:3:00,13/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-13:4:00,13/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-13:5:00,13/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-13:6:00,13/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-13:7:00,13/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-13:8:00,13/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-13:9:00,13/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-13:10:00,13/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-13:11:00,13/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-13:12:00,13/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-13:13:00,13/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-13:14:00,13/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-13:15:00,13/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-13:16:00,13/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-13:17:00,13/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-13:18:00,13/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-13:19:00,13/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-13:20:00,13/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-13:21:00,13/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-13:22:00,13/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-13:23:00,13/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-14:0:00,14/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-14:1:00,14/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-14:2:00,14/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-14:3:00,14/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-14:4:00,14/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-14:5:00,14/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-14:6:00,14/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-14:7:00,14/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-14:8:00,14/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-14:9:00,14/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-14:10:00,14/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-14:11:00,14/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-14:12:00,14/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-14:13:00,14/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-14:14:00,14/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-14:15:00,14/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-14:16:00,14/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-14:17:00,14/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-14:18:00,14/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-14:19:00,14/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-14:20:00,14/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-14:21:00,14/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-14:22:00,14/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-14:23:00,14/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-15:0:00,15/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-15:1:00,15/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-15:2:00,15/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-15:3:00,15/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-15:4:00,15/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-15:5:00,15/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-15:6:00,15/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-15:7:00,15/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-15:8:00,15/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-15:9:00,15/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-15:10:00,15/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-15:11:00,15/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-15:12:00,15/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-15:13:00,15/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-15:14:00,15/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-15:15:00,15/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-15:16:00,15/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-15:17:00,15/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-15:18:00,15/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-15:19:00,15/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-15:20:00,15/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-15:21:00,15/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-15:22:00,15/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-15:23:00,15/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-16:0:00,16/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-16:1:00,16/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-16:2:00,16/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-16:3:00,16/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-16:4:00,16/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-16:5:00,16/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-16:6:00,16/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-16:7:00,16/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-16:8:00,16/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-16:9:00,16/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-16:10:00,16/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-16:11:00,16/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-16:12:00,16/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-16:13:00,16/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-16:14:00,16/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-16:15:00,16/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-16:16:00,16/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-16:17:00,16/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-16:18:00,16/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-16:19:00,16/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-16:20:00,16/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-16:21:00,16/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-16:22:00,16/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-16:23:00,16/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-17:0:00,17/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-17:1:00,17/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-17:2:00,17/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-17:3:00,17/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-17:4:00,17/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-17:5:00,17/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-17:6:00,17/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-17:7:00,17/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-17:8:00,17/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-17:9:00,17/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-17:10:00,17/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-17:11:00,17/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-17:12:00,17/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-17:13:00,17/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-17:14:00,17/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-17:15:00,17/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-17:16:00,17/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-17:17:00,17/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-17:18:00,17/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-17:19:00,17/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-17:20:00,17/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-17:21:00,17/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-17:22:00,17/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-17:23:00,17/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-18:0:00,18/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-18:1:00,18/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-18:2:00,18/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-18:3:00,18/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-18:4:00,18/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-18:5:00,18/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-18:6:00,18/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-18:7:00,18/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-18:8:00,18/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-18:9:00,18/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-18:10:00,18/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-18:11:00,18/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-18:12:00,18/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-18:13:00,18/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-18:14:00,18/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-18:15:00,18/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-18:16:00,18/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-18:17:00,18/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-18:18:00,18/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-18:19:00,18/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-18:20:00,18/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-18:21:00,18/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-18:22:00,18/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-18:23:00,18/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-19:0:00,19/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-19:1:00,19/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-19:2:00,19/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-19:3:00,19/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-19:4:00,19/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-19:5:00,19/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-19:6:00,19/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-19:7:00,19/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-19:8:00,19/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-19:9:00,19/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-19:10:00,19/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-19:11:00,19/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-19:12:00,19/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-19:13:00,19/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-19:14:00,19/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-19:15:00,19/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-19:16:00,19/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-19:17:00,19/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-19:18:00,19/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-19:19:00,19/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-19:20:00,19/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-19:21:00,19/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-19:22:00,19/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-19:23:00,19/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-20:0:00,20/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-20:1:00,20/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-20:2:00,20/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-20:3:00,20/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-20:4:00,20/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-20:5:00,20/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-20:6:00,20/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-20:7:00,20/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-20:8:00,20/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-20:9:00,20/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-20:10:00,20/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-20:11:00,20/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-20:12:00,20/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-20:13:00,20/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-20:14:00,20/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-20:15:00,20/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-20:16:00,20/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-20:17:00,20/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-20:18:00,20/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-20:19:00,20/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-20:20:00,20/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-20:21:00,20/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-20:22:00,20/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-20:23:00,20/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-21:0:00,21/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-21:1:00,21/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-21:2:00,21/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-21:3:00,21/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-21:4:00,21/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-21:5:00,21/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-21:6:00,21/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-21:7:00,21/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-21:8:00,21/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-21:9:00,21/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-21:10:00,21/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-21:11:00,21/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-21:12:00,21/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-21:13:00,21/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-21:14:00,21/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-21:15:00,21/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-21:16:00,21/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-21:17:00,21/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-21:18:00,21/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-21:19:00,21/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-21:20:00,21/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-21:21:00,21/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-21:22:00,21/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-21:23:00,21/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-22:0:00,22/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-22:1:00,22/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-22:2:00,22/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-22:3:00,22/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-22:4:00,22/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-22:5:00,22/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-22:6:00,22/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-22:7:00,22/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-22:8:00,22/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-22:9:00,22/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-22:10:00,22/01/2012,11, , ,MGSET_01_2009_2018_PA
2012-01-22:11:00,22/01/2012,12, , ,MGSET_01_2009_2018_PA
2012-01-22:12:00,22/01/2012,13, , ,MGSET_01_2009_2018_PA
2012-01-22:13:00,22/01/2012,14, , ,MGSET_01_2009_2018_PA
2012-01-22:14:00,22/01/2012,15, , ,MGSET_01_2009_2018_PA
2012-01-22:15:00,22/01/2012,16, , ,MGSET_01_2009_2018_PA
2012-01-22:16:00,22/01/2012,17, , ,MGSET_01_2009_2018_PA
2012-01-22:17:00,22/01/2012,18, , ,MGSET_01_2009_2018_PA
2012-01-22:18:00,22/01/2012,19, , ,MGSET_01_2009_2018_PA
2012-01-22:19:00,22/01/2012,20, , ,MGSET_01_2009_2018_PA
2012-01-22:20:00,22/01/2012,21, , ,MGSET_01_2009_2018_PA
2012-01-22:21:00,22/01/2012,22, , ,MGSET_01_2009_2018_PA
2012-01-22:22:00,22/01/2012,23, , ,MGSET_01_2009_2018_PA
2012-01-22:23:00,22/01/2012,24, , ,MGSET_01_2009_2018_PA
2012-01-23:0:00,23/01/2012,1, , ,MGSET_01_2009_2018_PA
2012-01-23:1:00,23/01/2012,2, , ,MGSET_01_2009_2018_PA
2012-01-23:2:00,23/01/2012,3, , ,MGSET_01_2009_2018_PA
2012-01-23:3:00,23/01/2012,4, , ,MGSET_01_2009_2018_PA
2012-01-23:4:00,23/01/2012,5, , ,MGSET_01_2009_2018_PA
2012-01-23:5:00,23/01/2012,6, , ,MGSET_01_2009_2018_PA
2012-01-23:6:00,23/01/2012,7, , ,MGSET_01_2009_2018_PA
2012-01-23:7:00,23/01/2012,8, , ,MGSET_01_2009_2018_PA
2012-01-23:8:00,23/01/2012,9, , ,MGSET_01_2009_2018_PA
2012-01-23:9:00,23/01/2012,10, , ,MGSET_01_2009_2018_PA
2012-01-23:10:00,23/01/2012,11, , ,MGSET_01_2009_2018_PA
